+-----------------------------------------------------------------------------+
| Logfile        : gmm-sweepk-ds4.log                                         |
| Job id         : 5087579558                 Class: SLES11SP4&&8C&&32G Qslot: /icf/fdk/pdx_critical_vp/bench11|
| Executed on    : plxcfb016                  Pool : pdx_misc                 |
| Queueing time  : Sat Nov  3 00:36:07 2018                                   |
| Starting time  : Sat Nov  3 00:36:09 2018          Qwait:   0h:00m:02s      |
| Command        : unbuffer python bin/part1.py -s ds4 -a gmm-sweepk          |
+-----------------------------------------------------------------------------+
/nfs/pdx/disks/icf_env_disk001/bjbarcla/gwa/issues/ml/mlai/lib/python3.6/site-packages/sklearn/ensemble/weight_boosting.py:29: DeprecationWarning: numpy.core.umath_tests is an internal NumPy module and should not be imported. It will be removed in a future NumPy release.
  from numpy.core.umath_tests import inner1d
** -> sil gmm k=27 cov_type=full elapsed seconds 56.947388648986816 <- took 56.0 seconds
Dataset=ds4 k=27 cov_type=full sil=0.11311231868612806
** -> gmm k=28 cov_type=spherical elapsed seconds 1.5020370483398438e-05 <- took less than 1 second
** -> sil gmm k=28 cov_type=spherical elapsed seconds 57.485652923583984 <- took 57.0 seconds
Dataset=ds4 k=28 cov_type=spherical sil=0.030031851599617066
** -> gmm k=28 cov_type=diag elapsed seconds 1.4543533325195312e-05 <- took less than 1 second
** -> sil gmm k=28 cov_type=diag elapsed seconds 57.31608319282532 <- took 57.0 seconds
Dataset=ds4 k=28 cov_type=diag sil=0.11381337968231763
** -> gmm k=28 cov_type=tied elapsed seconds 1.52587890625e-05 <- took less than 1 second
** -> sil gmm k=28 cov_type=tied elapsed seconds 57.35870552062988 <- took 57.0 seconds
Dataset=ds4 k=28 cov_type=tied sil=0.11197584175494864
** -> gmm k=28 cov_type=full elapsed seconds 1.52587890625e-05 <- took less than 1 second
** -> sil gmm k=28 cov_type=full elapsed seconds 56.77109360694885 <- took 56.0 seconds
Dataset=ds4 k=28 cov_type=full sil=0.11483145046440638
** -> gmm k=29 cov_type=spherical elapsed seconds 1.430511474609375e-05 <- took less than 1 second
** -> sil gmm k=29 cov_type=spherical elapsed seconds 57.65234994888306 <- took 57.0 seconds
Dataset=ds4 k=29 cov_type=spherical sil=0.03549193706248068
** -> gmm k=29 cov_type=diag elapsed seconds 1.5735626220703125e-05 <- took less than 1 second
** -> sil gmm k=29 cov_type=diag elapsed seconds 57.569716453552246 <- took 57.0 seconds
Dataset=ds4 k=29 cov_type=diag sil=0.11447000078881882
** -> gmm k=29 cov_type=tied elapsed seconds 1.52587890625e-05 <- took less than 1 second
** -> sil gmm k=29 cov_type=tied elapsed seconds 57.64106059074402 <- took 57.0 seconds
Dataset=ds4 k=29 cov_type=tied sil=0.1132789558460574
** -> gmm k=29 cov_type=full elapsed seconds 1.5020370483398438e-05 <- took less than 1 second
** -> sil gmm k=29 cov_type=full elapsed seconds 57.729421854019165 <- took 57.0 seconds
Dataset=ds4 k=29 cov_type=full sil=0.1155317922817593
+-----------------------------------------------------------------------------+
| Exit Status    : 0                                                          |
| Finishing time : Sat Nov  3 02:37:29 2018                                   |
| CPU time       : Usr 7535.19s Sys 7583.38s WC  2h:01m:20s                     |
| Rusage Stats   : Mem:24134  PF:  926421949/CSv/f:  0/0     Swaps:0          |
|                :           Msg:    0/0     IOops:  0/0     Sigs :0          |
+-----------------------------------------------------------------------------+
